,title,jobFunction,industry
7903,Export Sales Specialist,['Sales/Retail'],['Manufacturing']
7904,Sales Manager,['Sales/Retail'],"['Information Technology Services', 'Marketing and Advertising']"
7905,Marketing Account Manager,['Marketing/PR/Advertising'],['Marketing and Advertising']
7906,Outdoor Sales Executive,['Sales/Retail'],['Information Technology Services']
7907,Key Account Manager,"['Marketing/PR/Advertising', 'Sales/Retail', 'Customer Service/Support']",['Marketing and Advertising']
7908,DevOps Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
7909,Regional Financial Manager,"['Banking', 'Accounting/Finance']","['Pharmaceuticals', 'Healthcare and Medical Services', 'Medical Devices and Supplies']"
7910,Software Sales Executive,"['Sales/Retail', 'Customer Service/Support']","['Information Technology Services', 'Computer Software']"
7911,Receptionist,"['Administration', 'Customer Service/Support']",['Healthcare and Medical Services']
7912,Motion Graphic Designer,['Creative/Design/Art'],['Marketing and Advertising']
7913,Front-End Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Graphic Design']"
7914,System Engineer,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Healthcare and Medical Services']
7915,MEAN Stack Developer - Unpaid,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
7916,Senior Foreign Purchasing Specialist - Qalubia,"['Logistics/Supply Chain', 'Purchasing/Procurement']",['Manufacturing']
7917,Software Project Manager / Business Analyst,"['Project/Program Management', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
7918,Light Current Site Manager,['Engineering - Other'],"['Engineering Services', 'Information Technology Services']"
7919,Master Planning Development Engineer,['Engineering - Construction/Civil/Architecture'],"['Recreational Facilities and Services', 'Construction - Residential & Commercial/Office', 'Architectural and Design Services']"
7920,Social Media Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Business Services - Other', 'Marketing and Advertising']"
7921,Senior Mobile Developer - Android/iOS,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
7922,SIVVI- Customer Service Representative,['Customer Service/Support'],"['Education', 'Travel and Tourism', 'Consumer Services']"
7923,Agriculture Engineer - Real Estate,['nan'],['Construction - Residential & Commercial/Office']
7924,Odoo Developer - Egypt,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Training and Coaching', 'Information Technology Services']"
7925,Senior Back End Web Developer - PHP,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Real Estate/Property Management']"
7926,IT & Maintenance Specialist,"['IT/Software Development', 'Installation/Maintenance/Repair']","['Computer Software', 'Healthcare and Medical Services']"
7927,Ember.js Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
7928,Senior Light Current Engineer,['Engineering - Mechanical/Electrical'],['Engineering Services']
7929,Tele-Sales Executive,['Sales/Retail'],['Computer Software']
7930,Project Manager ( Software ),"['Engineering - Telecom/Technology', 'Project/Program Management', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer and Network Security']"
7931,Full Stack Developer Team Leader,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Computer Software']
7932,UI/UX Designer,"['IT/Software Development', 'Creative/Design/Art']",['Computer Software']
7933,Product Act. & Promo Specialist - Dokki /Agouza - Sales,['Sales/Retail'],"['Information Technology Services', 'Healthcare and Medical Services']"
7934,Social Media & Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Computer Software']
7935,Travel Consultant,"['Customer Service/Support', 'Tourism/Travel']","['Airlines/Aviation', 'Information Technology Services', 'Travel and Tourism']"
7936,Account Management Intern,"['Business Development', 'Marketing/PR/Advertising']",['Marketing and Advertising']
7937,Homeroom Teacher(Native Speaker Of English),"['Education/Teaching', 'Training/Instructor']",['Education']
7938,Medical Buyer Specialist,"['Purchasing/Procurement', 'Logistics/Supply Chain']",['Healthcare and Medical Services']
7939,Market Research Executive,"['Marketing/PR/Advertising', 'Analyst/Research']","['Logistics and Supply Chain', 'Automotive', 'Manufacturing']"
7940,UI/User Interface Developer,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
7941,Finalizer,['Creative/Design/Art'],['Marketing and Advertising']
7942,UI/UX Designer,['Creative/Design/Art'],"['Market Research', 'Marketing and Advertising', 'Media Production']"
7943,Content Creator,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Writing/Editorial']","['Manufacturing', 'Wholesale Trade']"
7944,Senior BI Cognos Consultant,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
7945,Front Desk Officer,"['Administration', 'Customer Service/Support']",['Education']
7946,Public Relations Manager,"['Operations/Management', 'Marketing/PR/Advertising', 'Medical/Healthcare']",['Healthcare and Medical Services']
7947,Production Engineer - Al Sadat City,"['Manufacturing/Production', 'Engineering - Other']","['Manufacturing', 'Construction - Industrial Facilities and Infrastructure']"
7948,Senior Business Analyst,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services', 'Business Services - Other']"
7949,Senior Software QC,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
7950,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Real Estate/Property Management']
7951,.Net / SharePoint Technical Lead,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
7952,Sales Representative,"['Sales/Retail', 'Engineering - Other']","['Manufacturing', 'Engineering Services', 'Construction - Industrial Facilities and Infrastructure']"
7953,Cross-Platform Mobile App Developer/Programmer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Business Services - Other', 'Information Technology Services', 'Computer Software']"
7954,Art Director,['Creative/Design/Art'],"['Performing and Fine Arts', 'Training and Coaching', 'Marketing and Advertising']"
7955,Public Relations & Sales Specialist,"['Marketing/PR/Advertising', 'Sales/Retail']","['Internet/E-commerce', 'Information Technology Services']"
7956,Primary Teacher (Mathematics) - India,['Education/Teaching'],['Education']
7957,Storekeeper,['Logistics/Supply Chain'],['Manufacturing']
7958,SEO/SEM Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Information Technology Services', 'Computer Software', 'Marketing and Advertising']"
7959,.Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software']"
7960,Electrical Engineer (Consultant) - Technical Office,['Engineering - Mechanical/Electrical'],['Engineering Services']
7961,Senior Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Creative/Design/Art']","['Computer Software', 'Insurance']"
7962,Software Tester,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
7963,Sales Account Manager,"['Customer Service/Support', 'Sales/Retail']","['Construction - Residential & Commercial/Office', 'Manufacturing', 'Business Supplies and Equipment']"
7964,Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
7965,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Market Research', 'Writing and Editing', 'Marketing and Advertising']"
7966,Telesales Agent,"['Sales/Retail', 'Customer Service/Support']","['Retail', 'Marketing and Advertising', 'Telecommunications']"
7967,English Teacher,['Education/Teaching'],['Education']
7968,Software Sales Executive (Indoor),"['IT/Software Development', 'Engineering - Telecom/Technology', 'Sales/Retail']",['Computer Software']
7969,Customer Relationship Officer - Indoor Sales,"['Administration', 'Sales/Retail', 'Customer Service/Support']","['Computer Networking', 'Information Technology Services']"
7970,Outdoor Sales Representative,['Sales/Retail'],['Marketing and Advertising']
7971,Full Stack .NET Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Engineering Services', 'Computer Software']"
7972,Junior Software Engineer,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
7973,Senior Move2Root Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Telecommunications']"
7974,Application Support Engineer,"['IT/Software Development', 'Customer Service/Support', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Information Technology Services']"
7975,Sales Account Manager,"['Customer Service/Support', 'Sales/Retail']","['Media Production', 'Food and Beverage Production', 'Marketing and Advertising']"
7976,Sales Analyst,"['Accounting/Finance', 'Analyst/Research']","['FMCG', 'Manufacturing', 'Paper and Forest Products']"
7977,Senior Digital Marketing Executive,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Information Technology Services', 'Internet/E-commerce']"
7978,SEO Specialist - Video & Mobile Apps,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Financial Services']"
7979,Internship - Business Development Intern,['Business Development'],['Information Technology Services']
7980,Duty Manager,"['Operations/Management', 'Medical/Healthcare']",['Healthcare and Medical Services']
7981,Service Field Engineer - Alexandria,['Engineering - Mechanical/Electrical'],"['Business Services - Other', 'Electronics and Semiconductors', 'Information Technology Services']"
7982,CEO Personal Assistant,['Administration'],"['Business Services - Other', 'Marketing and Advertising']"
7983,Planning Section Head,"['Engineering - Mechanical/Electrical', 'Manufacturing/Production']","['Engineering Services', 'Manufacturing']"
7984,Customer Care Support Agent,['Customer Service/Support'],['Information Technology Services']
7985,Admin Assistant- Sheikh Zayed,['Administration'],"['Health, Wellness and Fitness', 'Healthcare and Medical Services']"
7986,Business Development Executive,"['Sales/Retail', 'Business Development']",['Marketing and Advertising']
7987,Scrum Master - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
7988,Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Internet/E-commerce', 'Information Technology Services']"
7989,Organization Development Manager,['Human Resources'],['Healthcare and Medical Services']
7990,Foundation Stage Class Teacher (Native Speaker Of English),['Education/Teaching'],['Education']
7991,Office Admin & Social Media Specialist,"['Marketing/PR/Advertising', 'Business Development']","['Online Media', 'Photography', 'Marketing and Advertising']"
7992,Projects Sales Engineer,['nan'],['Construction - Residential & Commercial/Office']
7993,Financial Software Consultant,"['Accounting/Finance', 'IT/Software Development']",['Computer Software']
7994,Pre-Sales Specialist - Demo Maker,"['IT/Software Development', 'Sales/Retail']",['Information Technology Services']
7995,Presales Engineer,['IT/Software Development'],['Computer Software']
7996,Procurement Manager,"['Purchasing/Procurement', 'Logistics/Supply Chain']","['Recreational Facilities and Services', 'Construction - Residential & Commercial/Office', 'Architectural and Design Services']"
7997,UI/UX Designer,"['Creative/Design/Art', 'IT/Software Development']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
7998,Sales Team Leader,"['Operations/Management', 'Sales/Retail']",['Real Estate/Property Management']
7999,Reporting and Analytics Data Specialist,"['Engineering - Other', 'Analyst/Research']","['Information Technology Services', 'Financial Services', 'Real Estate/Property Management']"
8000,Technical Development Team Leader,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Health, Wellness and Fitness']"
8001,Front-End Developer (React/React-Native),"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8002,Software Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8003,System Analyst in Indonesia | ScaleUP - GE/A.A,"['Analyst/Research', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Research', 'Computer Software']"
8004,Software QC Engineer,"['Quality', 'IT/Software Development']",['Information Technology Services']
8005,Senior Odoo Implementer - Functional Consultant,"['IT/Software Development', 'Project/Program Management', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services', 'Business Services - Other']"
8006,Senior ERP Application Consultant - Implementation,"['IT/Software Development', 'Analyst/Research', 'Accounting/Finance']",['Computer Software']
8007,Media Consultant,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Customer Service/Support']","['Management Consulting', 'Public Relations and Communications', 'Healthcare and Medical Services']"
8008,Storekeeper,['Logistics/Supply Chain'],['Manufacturing']
8009,Senior Business Analyst,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Analyst/Research']","['E-Learning', 'Computer Software']"
8010,French Teacher In India - GT,['Education/Teaching'],"['Education', 'Non-Profit Organizations']"
8011,Senior iOS Developer,['IT/Software Development'],"['Information Technology Services', 'Computer Software']"
8012,Senior IIB Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8013,Quality Manager - Mechanical,"['Quality', 'Engineering - Mechanical/Electrical']",['Manufacturing']
8014,SEO Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Financial Services']"
8015,Senior Advertising Sales Executive,"['Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
8016,Network Technician,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Networking', 'Computer Software', 'Computer Hardware']"
8017,Senior Accountant - SAP,['Accounting/Finance'],['Information Technology Services']
8018,Purchasing Specialist,"['Purchasing/Procurement', 'Engineering - Other']",['Manufacturing']
8019,Workshop Manager,"['Engineering - Mechanical/Electrical', 'Installation/Maintenance/Repair']",['Real Estate/Property Management']
8020,Application Consultant (Microsoft Dynamics AX),"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Human Resources', 'Computer Software', 'Consulting Services']"
8021,Oracle Developer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Installation/Maintenance/Repair']","['Computer Software', 'Healthcare and Medical Services']"
8022,Business Development Manager - Software,"['IT/Software Development', 'Project/Program Management', 'Business Development']","['Computer Software', 'Financial Services']"
8023,Planning Manager,['Engineering - Construction/Civil/Architecture'],"['Other - Not Classified', 'Construction - Residential & Commercial/Office', 'Architectural and Design Services']"
8024,STEM Educators & Robotics Trainers - Mansoura,"['Engineering - Telecom/Technology', 'Training/Instructor', 'IT/Software Development']","['E-Learning', 'Training and Coaching', 'Education']"
8025,.Net Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8026,Social Media Manager,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Marketing and Advertising']
8027,Sales Executive,['Sales/Retail'],"['Banking', 'Real Estate/Property Management', 'Travel and Tourism']"
8028,Online Teacher,['Education/Teaching'],['Education']
8029,Java Architect,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8030,Software Business Analyst - Project Manager,"['Analyst/Research', 'Project/Program Management', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
8031,Web/Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Telecommunications']"
8032,Advertising Sales Executive,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
8033,Senior Digital Marketing Specialist - Alexandria,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Market Research', 'Education']"
8034,Contracts Engineer,"['Engineering - Other', 'Engineering - Construction/Civil/Architecture']","['Recreational Facilities and Services', 'Construction - Residential & Commercial/Office', 'Architectural and Design Services']"
8035,Sales & Marketing Engineer,"['Marketing/PR/Advertising', 'Engineering - Mechanical/Electrical', 'Sales/Retail']","['Marketing and Advertising', 'Engineering Services']"
8036,Business Developer - Internship,['Business Development'],"['Computer Software', 'Marketing and Advertising', 'Information Technology Services']"
8037,IT Manager,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Computer Hardware', 'Computer and Network Security']"
8038,Junior CCTV & Fire Site Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Security and Surveillance']"
8039,French Teacher,['Education/Teaching'],['Education']
8040,Web/Graphic Designer,"['Creative/Design/Art', 'IT/Software Development']",['Information Technology Services']
8041,Business Development Manager-Offline/Printing,"['Marketing/PR/Advertising', 'Business Development', 'Sales/Retail']","['Publishing and Printing', 'Marketing and Advertising']"
8042,Senior Full Stack .Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8043,Sr. Java Back-end Developer/Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8044,Property Sales Consultant,['Sales/Retail'],['Real Estate/Property Management']
8045,Marketing Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Real Estate/Property Management']
8046,TEFL/CELTA Teaching Trainer,"['Education/Teaching', 'Training/Instructor']",['Education']
8047,Data Entry,['Administration'],['Education']
8048,Senior Automation Quality Control Engineer,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Marketing and Advertising']"
8049,Accountant,['Accounting/Finance'],"['Engineering Services', 'Manufacturing']"
8050,Administrative Assistant - Alexandria,['Administration'],['Marketing and Advertising']
8051,Medical Marketing Manager,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Medical/Healthcare']",['Healthcare and Medical Services']
8052,KG Arabic Teacher,['Education/Teaching'],['Education']
8053,Lighting Engineer,['Engineering - Mechanical/Electrical'],['Manufacturing']
8054,SharePoint Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8055,Head of MH & Crane Maintenance (DRP/SMP),"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Mining and Metals', 'Engineering Services']"
8056,Enterprise Content Management (ECM) Development Lead,"['IT/Software Development', 'Writing/Editorial', 'Project/Program Management']",['Information Technology Services']
8057,Senior Compensation & Benefits Specialist,['Human Resources'],['Education']
8058,Senior Android Developer - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8059,Content Creator - Alexandria,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']",['Healthcare and Medical Services']
8060,Software Development Team Leader - Alexandria,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8061,Senior Media Buyer - Alexandria,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
8062,Architectural Site Engineer,['nan'],"['Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure', 'Real Estate/Property Management']"
8063,Medical Representative,"['Sales/Retail', 'Medical/Healthcare', 'Pharmaceutical']","['Pharmaceuticals', 'Healthcare and Medical Services', 'Medical Devices and Supplies']"
8064,Doctor - Kuwait,['Medical/Healthcare'],"['Human Resources', 'Healthcare and Medical Services']"
8065,Java Technical Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8066,Senior Front End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Internet/E-commerce', 'Computer Software', 'Financial Services']"
8067,E-Learning Specialist,"['Business Development', 'IT/Software Development', 'Customer Service/Support']",['Information Technology Services']
8068,CEO Office Manager,['Administration'],['Marketing and Advertising']
8069,Web Developer In Tunisia - GE,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Non-Profit Organizations', 'Computer Software']"
8070,UI/UX Designer,"['Creative/Design/Art', 'IT/Software Development']",['Computer Software']
8071,Junior Odoo Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services', 'Marketing and Advertising']"
8072,Art Director,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Creative/Design/Art']",['Marketing and Advertising']
8073,Senior Full Stack ASP.NET MVC Developer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Project/Program Management']","['Management Consulting', 'Computer Software', 'Information Technology Services']"
8074,Math Teacher,['Education/Teaching'],['Education']
8075,Technical Support Engineer,"['IT/Software Development', 'Customer Service/Support', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8076,Stock Controller,"['Logistics/Supply Chain', 'Purchasing/Procurement']","['Construction - Industrial Facilities and Infrastructure', 'Manufacturing']"
8077,Senior Security Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8078,Receptionist - AMC,"['Administration', 'Medical/Healthcare']",['Healthcare and Medical Services']
8079,Junior Physical Security Pre-sales,"['Engineering - Other', 'Sales/Retail']","['Security and Surveillance', 'Information Technology Services', 'Computer and Network Security']"
8080,.NET Team Leader - MVC,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8081,Industrial Cost Accountant - Alexandria,['Accounting/Finance'],"['Real Estate/Property Management', 'Plastics', 'Construction - Residential & Commercial/Office']"
8082,Technical Team Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Insurance']"
8083,Senior Web Designer,"['IT/Software Development', 'Creative/Design/Art']","['Information Technology Services', 'Computer Software', 'Graphic Design']"
8084,Digital Marketing Specialist,"['Media/Journalism/Publishing', 'Writing/Editorial', 'Marketing/PR/Advertising']","['Market Research', 'Writing and Editing', 'Marketing and Advertising']"
8085,Customer Relationship Officer - Indoor Sales,"['Administration', 'Customer Service/Support', 'Sales/Retail']","['Computer Networking', 'Information Technology Services']"
8086,Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8087,Maintenance Manager - Monufya,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Food and Beverage Production', 'Manufacturing']"
8088,Import Coordinator,['Logistics/Supply Chain'],"['Wholesale Trade', 'Import and Export', 'Manufacturing']"
8089,Senior .NET Developer (Outsource) - Jeddah,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8090,Senior Data Developer - ETL,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
8091,Marketing And Sales Manager,"['Operations/Management', 'Marketing/PR/Advertising', 'Sales/Retail']","['Marketing and Advertising', 'Manufacturing']"
8092,Marketing Executive,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Marketing and Advertising']
8093,Territory Channel Manager,"['Sales/Retail', 'Business Development']",['Education']
8094,Senior Software Developer - Front-End,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
8095,Senior iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Graphic Design', 'Information Technology Services', 'Computer Software']"
8096,IT Support Executive,"['Installation/Maintenance/Repair', 'Customer Service/Support', 'IT/Software Development']","['Architectural and Design Services', 'Construction - Residential & Commercial/Office']"
8097,Mid Senior Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Graphic Design', 'Information Technology Services', 'Computer Software']"
8098,Financial Manager,['Accounting/Finance'],"['Veterinary', 'Healthcare and Medical Services', 'Manufacturing']"
8099,Senior Payroll Specialist,['Human Resources'],"['Manufacturing', 'Agriculture/Fishing/Farming']"
8100,Digital Marketing Supervisor,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Online Media', 'Healthcare and Medical Services']"
8101,Database Administrator,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer and Network Security', 'Information Technology Services']"
8102,Senior Payroll Specialist,['Human Resources'],"['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
8103,Digital Marketing Specialist,['Marketing/PR/Advertising'],['Marketing and Advertising']
8104,Sales Account Manager - Giza,"['Customer Service/Support', 'Sales/Retail']","['Marketing and Advertising', 'Information Technology Services', 'Education']"
8105,Web Application Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8106,Senior Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8107,Web Development Team Leader (Node.JS),"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8108,Sales Engineer,"['Engineering - Mechanical/Electrical', 'Sales/Retail']","['Oil and Gas', 'Retail', 'Construction - Residential & Commercial/Office']"
8109,Fire Alarm Site Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Security and Surveillance']"
8110,Senior .Net Developer (Part time),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Other - Not Classified', 'Computer Software']"
8111,Senior Front-End Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8112,IT Help Desk Engineer/Specialist,"['Engineering - Telecom/Technology', 'Installation/Maintenance/Repair', 'IT/Software Development']","['Information Technology Services', 'Computer Software', 'Computer and Network Security']"
8113,Software Quality Control Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Information Technology Services', 'Computer Software']"
8114,Senior Front-End Developer (React/React-Native),"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8115,Finalizer,['Creative/Design/Art'],['Marketing and Advertising']
8116,Tech Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Logistics and Supply Chain', 'Computer Software']"
8117,Customer Success Engineer (Unified Communications),"['Engineering - Telecom/Technology', 'Customer Service/Support', 'IT/Software Development']","['Computer Software', 'Information Technology Services', 'Consulting Services']"
8118,Social Media Ads Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
8119,WordPress Developer,['Engineering - Telecom/Technology'],['Marketing and Advertising']
8120,Creative Script Writer,"['Media/Journalism/Publishing', 'Writing/Editorial']","['Education', 'Marketing and Advertising']"
8121,Senior React Native Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Marketing and Advertising', 'Graphic Design']"
8122,Medical Quality Manager,"['Quality', 'Medical/Healthcare']",['Healthcare and Medical Services']
8123,Data Entry Specialist,['Administration'],"['Textile and Clothing', 'Manufacturing', 'Chemicals']"
8124,Senior UX Graphic Designer (Web & Mobile),"['Engineering - Telecom/Technology', 'Creative/Design/Art', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
8125,Digital Marketing in Indonesia #1 | ScaleUP -GE -RS,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Market Research', 'Capital Markets', 'Marketing and Advertising']"
8126,Information Systems Senior Quality Assurance Consultant,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Logistics and Supply Chain', 'Automotive', 'Manufacturing']"
8127,Content Creator (Medical) - Cairo,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']",['Healthcare and Medical Services']
8128,Sales Executive,['Sales/Retail'],"['Education', 'Entertainment', 'Recreational Facilities and Services']"
8129,Technical Support / Customer Complaint Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Customer Service/Support']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
8130,Technical Support Engineer - IT Fresh,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Education']
8131,Senior SQL Server Database Administrator,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services', 'Engineering Services']"
8132,Senior RPA Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8133,HR Generalist - Alexandria,['Human Resources'],"['Apparel and Fashion', 'Textile and Clothing', 'Manufacturing']"
8134,Mechanical Tendering Engineer (HVAC - Fire Fighting - Plumbing),['Engineering - Mechanical/Electrical'],"['Engineering Services', 'Construction - Industrial Facilities and Infrastructure']"
8135,Commercial Real Estate Sales / Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
8136,Mid-Senior .Net Web Developer - Monufya,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
8137,Account Manager,['Business Development'],"['Information Technology Services', 'Computer Software']"
8138,Corporate Sales Executive,['Sales/Retail'],['Healthcare and Medical Services']
8139,Software Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
